AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N/ENROLL,N/EOT,N/GRADE,N/INCOMP,N/NOCRED,N/PASS,N/Ret,PCT/A,PCT/B,PCT/C,PCT/C_MINUS_OR_BELOW,PCT/D,PCT/DF,PCT/F,PCT/GRADE,PCT/INCOMP,PCT/WDRAW,RAP,Section,Subject,Subject_Label,Workload/Hrs_Wk,Workload/Raw,YearTerm,Instructors/0/group,Instructors/0/name,Instructors/0/title,Instructors/1/group,Instructors/1/name,Instructors/1/title,Instructors/2/group,Instructors/2/name,Instructors/2/title
2.98,MLS - Main Lab,5.6,6,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,14,14,0,0,0,10,0.36,0.43,0.07,0.21,0.14,0.14,0,1,0,0.13,0,019,IPHY,Integrative Physiology,10-12,3.50,20137,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,,,,,,
2.48,MLS - Main Lab,5.09,5.36,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,14,14,0,0,0,11,0.14,0.36,0.36,0.21,0.14,0.14,0,1,0,0.07,0,020,IPHY,Integrative Physiology,10-12,4.00,20137,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,,,,,,
2.69,MLS - Main Lab,5,5.64,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,15,15,0,0,0,14,0.13,0.6,0.2,0.13,0,0.07,0.07,1,0,0.06,0,021,IPHY,Integrative Physiology,10-12,3.93,20137,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,,,,,,
2.41,MLS - Main Lab,4.87,5.8,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,16,16,0,0,0,15,0.13,0.38,0.31,0.25,0.13,0.19,0.06,1,0,0,0,022,IPHY,Integrative Physiology,10-12,4.43,20137,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,,,,,,
2.87,MLS - Main Lab,4.92,5.46,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,15,15,0,0,0,13,0.27,0.4,0.27,0.2,0.07,0.07,0,1,0,0.06,0,023,IPHY,Integrative Physiology,10-12,3.67,20137,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,,,,,,
2.8,MLS - Main Lab,4,4.17,3415,Human Anatomy Laboratory,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,13,13,0,0,0,6,0.23,0.38,0.38,0.08,0,0,0,1,0,0.19,0,024,IPHY,Integrative Physiology,10-12,4.20,20137,2 Other reg,"HOBBS, STEVEN L",INSTRUCTOR,,,,,,
2.44,LEC - Lecture,4.69,5.1,3430,Introduction to Human Physiology,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,100,94,92,2,0,0,71,0.12,0.43,0.24,0.29,0.17,0.21,0.03,0.98,0.02,0.06,0,001,IPHY,Integrative Physiology,7-9,2.94,20137,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,,,,
2.69,MLS - Main Lab,5.07,5.93,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,16,16,0,0,0,15,0.06,0.56,0.38,0.06,0,0,0,1,0,0,0,001,IPHY,Integrative Physiology,7-9,2.69,20137,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.8,MLS - Main Lab,4.75,4.5,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,15,15,0,0,0,4,0.2,0.4,0.4,0.13,0,0,0,1,0,0,0,002,IPHY,Integrative Physiology,7-9,2.50,20137,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
2.89,MLS - Main Lab,4.7,5.7,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,13,12,12,0,0,0,10,0.25,0.5,0.17,0.17,0.08,0.08,0,1,0,0.08,0,003,IPHY,Integrative Physiology,7-9,2.60,20137,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
3,MLS - Main Lab,4.5,4.92,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,14,14,14,0,0,0,12,0.21,0.57,0.21,0,0,0,0,1,0,0,0,004,IPHY,Integrative Physiology,7-9,2.92,20137,2 Other reg,"CASAGRAND, JANET L",INSTRUCTOR,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,
3.04,MLS - Main Lab,4.81,5.38,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,16,16,0,0,0,16,0.19,0.63,0.19,0,0,0,0,1,0,0,0,006,IPHY,Integrative Physiology,7-9,2.69,20137,2 Other reg,"CASAGRAND, JANET L",INSTRUCTOR,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,
2.99,MLS - Main Lab,4.3,4.7,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,14,14,14,0,0,0,10,0.36,0.43,0.14,0.07,0.07,0.07,0,1,0,0,0,007,IPHY,Integrative Physiology,7-9,3.00,20137,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
3,MLS - Main Lab,4.86,6,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,14,14,0,0,0,7,0.14,0.71,0.14,0,0,0,0,1,0,0.07,0,008,IPHY,Integrative Physiology,7-9,2.57,20137,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
3,MLS - Main Lab,4.67,5.73,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,16,16,16,0,0,0,15,0.13,0.75,0.13,0.06,0,0,0,1,0,0,0,009,IPHY,Integrative Physiology,7-9,2.50,20137,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
3.07,MLS - Main Lab,3.38,4.5,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,15,15,0,0,0,8,0.2,0.67,0.13,0,0,0,0,1,0,0,0,010,IPHY,Integrative Physiology,7-9,2.63,20137,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,,,,
3.1,MLS - Main Lab,5.29,6,3435,Physiology Lab,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,15,15,15,0,0,0,14,0.33,0.53,0.13,0.07,0,0,0,1,0,0,0,011,IPHY,Integrative Physiology,7-9,2.71,20137,2 Other reg,"FOLEY, TERESA E.",INSTRUCTOR,2 Other reg,"MADDEN, MOLLY C",INSTRUCTOR,,,
3.03,LEC - Lecture,4.71,4.31,3470,Human Physiology 1,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,163,158,158,0,0,0,131,0.36,0.37,0.25,0.06,0.02,0.03,0.01,1,0,0.03,0,001,IPHY,Integrative Physiology,7-9,2.84,20137,1 TTT,"DESOUZA, CHRISTOPHER A",PROFESSOR,,,,,,
2.48,LEC - Lecture,4.53,4.58,3480,Human Physiology 2,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,171,167,166,1,0,0,119,0.14,0.4,0.33,0.21,0.08,0.13,0.05,0.99,0.01,0.02,0,001,IPHY,Integrative Physiology,7-9,2.79,20137,1 TTT,"BYRNES, WILLIAM",ASSOCIATE PROFESSOR,,,,,,
4,LEC - Lecture,2.5,2.83,3500,Applied Clinical Research,3XXX,AS,IPHY,NS,0,2,P  - In Person,Upper,1,1,14,14,14,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,800,IPHY,Integrative Physiology,4-6,1.67,20137,1 TTT,"BEKOFF, ANNE C",PROFESSOR,,,,,,
3.59,LEC - Lecture,5.11,5.78,3700,Scientific Writing in Integrative Physiology,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,17,16,16,0,0,0,9,0.5,0.5,0,0,0,0,0,1,0,0.06,0,001,IPHY,Integrative Physiology,10-12,3.75,20137,2 Other reg,"BOYKO, MARIE ELIZABETH",SENIOR INSTRUCTOR,,,,,,
3.11,LEC - Lecture,5.23,5.69,3700,Scientific Writing in Integrative Physiology,3XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,18,18,18,0,0,0,13,0.17,0.78,0,0.06,0.06,0.06,0,1,0,0,0,002,IPHY,Integrative Physiology,10-12,4.00,20137,2 Other reg,"BOYKO, MARIE ELIZABETH",SENIOR INSTRUCTOR,,,,,,
3,LEC - Lecture,5.04,5.23,4440,Endocrinology,4XXX,AS,IPHY,NS,0,4,P  - In Person,Upper,1,1,122,119,119,0,0,0,66,0.36,0.34,0.24,0.09,0.04,0.05,0.01,1,0,0.02,0,010,IPHY,Integrative Physiology,7-9,2.98,20137,1 TTT,"LOWRY, CHRISTOPHER",ASSOCIATE PROFESSOR,,,,,,
2.93,LEC - Lecture,5.13,5.25,4470,Biology of Human Reproduction,4XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,30,30,30,0,0,0,16,0.4,0.23,0.3,0.13,0.03,0.07,0.03,1,0,0,0,001,IPHY,Integrative Physiology,7-9,2.53,20137,3 Supp,"LOPEZ, KRISTIN HILMA",RESEARCH ASSOCIATE,,,,,,
3.3,LEC - Lecture,4.1,3.63,4540,Biomechanics,4XXX,AS,IPHY,NS,0,5,P  - In Person,Upper,1,1,53,53,53,0,0,0,41,0.26,0.7,0.04,0.02,0,0,0,1,0,0,0,010,IPHY,Integrative Physiology,7-9,3.10,20137,1 TTT,"GRABOWSKI, ALENA MARIE",ASST PROFESSOR,,,,,,
2.91,LEC - Lecture,5.71,5.82,4600,Immunology,4XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,1,98,89,89,0,0,0,83,0.24,0.49,0.24,0.09,0.03,0.03,0,1,0,0.09,0,001,IPHY,Integrative Physiology,7-9,3.28,20137,2 Other reg,"FOLEY, TERESA E.",INSTRUCTOR,,,,,,
2.88,LEC - Lecture,4.76,4.77,4650,Exercise Physiology,4XXX,AS,IPHY,NS,0,5,P  - In Person,Upper,1,1,96,93,93,0,0,0,77,0.16,0.56,0.28,0.03,0,0,0,1,0,0.03,0,100,IPHY,Integrative Physiology,7-9,3.25,20137,1 TTT,"BYRNES, WILLIAM",ASSOCIATE PROFESSOR,,,,,,
2.53,LEC - Lecture,4.74,4.82,4720,Neurophysiology,4XXX,AS,IPHY,NS,0,4,P  - In Person,Upper,1,1,72,69,69,0,0,0,62,0.1,0.45,0.35,0.17,0.1,0.1,0,1,0,0.04,0,010,IPHY,Integrative Physiology,7-9,3.47,20137,2 Other reg,"CASAGRAND, JANET L",INSTRUCTOR,,,,,,
3.31,LEC - Lecture,5.11,5.67,4740,Theory of Motor Skill Learning,4XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,2,1,16,15,15,0,0,0,9,0.4,0.53,0.07,0,0,0,0,1,0,0.06,0,001,IPHY,Integrative Physiology,4-6,2.29,20137,1 TTT,"SHERWOOD, DAVID",ASSOCIATE PROFESSOR,,,,,,
4,INT - Internship,,,4930,Internship,4XXX,AS,IPHY,NS,0,3,P  - In Person,Upper,1,,11,11,11,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,935,IPHY,Integrative Physiology,,,20137,2 Other reg,"BUSTAMANTE, HEIDI MARGARITA",INSTRUCTOR,,,,,,
3.95,LEC - Lecture,4.91,5.27,5100,Colloquium in Integrative Physiology,5XXX,AS,IPHY,NS,0,2,P  - In Person,Masters,1,1,31,31,31,0,0,0,23,0.97,0.03,0,0,0,0,0,1,0,0,0,010,IPHY,Integrative Physiology,0-3,1.35,20137,1 TTT,"FLESHNER, MONIKA R",PROFESSOR,,,,,,
3.62,LEC - Lecture,5.2,5.58,5800,Advanced Statistics and Research Methods in Integrative Physiology,5XXX,AS,IPHY,NS,0,4,P  - In Person,Masters,1,1,33,32,32,0,0,0,20,0.72,0.25,0.03,0,0,0,0,1,0,0.03,0,002,IPHY,Integrative Physiology,7-9,3.33,20137,1 TTT,"MCQUEEN, MATTHEW B",ASSOCIATE PROFESSOR,,,,,,
4,SEM - Seminar,5.57,6,6010,Seminar,6XXX,AS,IPHY,NS,0,3,P  - In Person,Masters,1,1,10,10,10,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,003,IPHY,Integrative Physiology,4-6,2.17,20137,1 TTT,"LOWRY, CHRISTOPHER",ASSOCIATE PROFESSOR,,,,,,
3.82,SEM - Seminar,4.27,4.64,6680,Matlab for Physiological and Biomechanical Research,6XXX,AS,IPHY,NS,0,3,P  - In Person,Masters,1,1,13,13,12,0,0,0,11,0.92,0.08,0,0,0,0,0,0.92,0,0,0,001,IPHY,Integrative Physiology,7-9,3.00,20137,1 TTT,"AHMED, ALAA ABDALLA",ASST PROFESSOR,,,,,,
3.02,LEC - Lecture,4.2,4.46,1000,Language in U.S. Society,1XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,96,93,93,0,0,0,83,0.37,0.4,0.18,0.1,0.04,0.05,0.01,1,0,0.03,0,010,LING,Linguistics,4-6,2.09,20137,4 TA Cred,"HOLMAN, JESSICA L.",GRAD PART-TIME INSTRUCTOR,,,,,,
3.26,LEC - Lecture,3.56,3.88,1000,Language in U.S. Society,1XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,88,87,87,0,0,0,62,0.46,0.46,0.07,0.01,0,0.01,0.01,1,0,0.01,0,020,LING,Linguistics,4-6,1.88,20137,4 TA Cred,"SANDOVAL, RICHARD A",GRAD PART-TIME INSTRUCTOR,,,,,,
3.28,LEC - Lecture,5.4,5.89,1020,Languages of the World,1XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,93,92,92,0,0,0,63,0.58,0.26,0.1,0.09,0.02,0.07,0.04,1,0,0.01,0,010,LING,Linguistics,4-6,2.10,20137,4 TA Cred,"DUMAN, STEVEN ELIJAH",GRAD PART-TIME INSTRUCTOR,,,,,,
3.14,LEC - Lecture,4.92,5.43,1020,Languages of the World,1XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,72,66,66,0,0,0,49,0.38,0.45,0.11,0.08,0.05,0.06,0.02,1,0,0.08,0,020,LING,Linguistics,4-6,2.12,20137,4 TA Cred,"BEER, SAMUEL JAMES",GRAD PART-TIME INSTRUCTOR,,,,,,
,PRA - Practicum,,,1900,Service Learning Practicum: Adult Literacy,1XXX,AS,LING,SS,0,1,P  - In Person,Lower,1,,14,14,,0,0,13,,,,,,,,,,,,1,800,LING,Linguistics,,,20137,1 TTT,"HALL, KIRA",ASSOCIATE PROFESSOR,,,,,,
2.95,LEC - Lecture,4.32,4.57,2000,Introduction to Linguistics,2XXX,AS,LING,SS,0,3,P  - In Person,Lower,1,1,125,120,119,1,0,0,83,0.39,0.32,0.17,0.13,0.08,0.12,0.04,0.99,0.01,0.04,0,010,LING,Linguistics,4-6,2.17,20137,1 TTT,"SCARBOROUGH, REBECCA ANNE",ASST PROFESSOR,,,,,,
3.16,LEC - Lecture,5.26,5.42,3100,Language Sound Structures,3XXX,AS,LING,SS,0,3,P  - In Person,Upper,1,1,40,39,39,0,0,0,31,0.41,0.38,0.18,0.03,0.03,0.03,0,1,0,0.02,0,010,LING,Linguistics,4-6,2.19,20137,4 TA Cred,"PHELPS, KATHERINE S",GRAD PART-TIME INSTRUCTOR,,,,,,
3.3,LEC - Lecture,4.28,4.76,3430,Semantics,3XXX,AS,LING,SS,0,3,P  - In Person,Upper,1,1,27,27,27,0,0,0,25,0.52,0.37,0.07,0.07,0,0.04,0.04,1,0,0,0,001,LING,Linguistics,4-6,2.14,20137,1 TTT,"NARASIMHAN, BHUVANESWARI",ASSOCIATE PROFESSOR,,,,,,
3.42,LEC - Lecture,4.27,5,4100,Perspectives on Language,4XXX,AS,LING,SS,0,3,P  - In Person,Upper,1,1,14,13,13,0,0,0,11,0.77,0.08,0.08,0.08,0,0.08,0.08,1,0,0.07,0,001,LING,Linguistics,4-6,2.00,20137,1 TTT,"ROOD, DAVID S",PROFESSOR,,,,,,
3.33,LEC - Lecture,4,4.39,4420,Morphology and Syntax,4XXX,AS,LING,SS,0,3,P  - In Person,Upper,1,1,35,35,35,0,0,0,23,0.6,0.29,0.06,0.09,0.03,0.06,0.03,1,0,0,0,001,LING,Linguistics,4-6,2.43,20137,4 TA Cred,"RAMOS-BIERGE, STEFANIE",GRAD PART-TIME INSTRUCTOR,,,,,,
3.58,LEC - Lecture,4.77,5.27,5030,Linguistic Phonetics,5XXX,AS,LING,SS,0,3,P  - In Person,Masters,1,1,31,31,31,0,0,0,26,0.71,0.26,0.03,0.03,0,0,0,1,0,0,0,010,LING,Linguistics,10-12,3.54,20137,1 TTT,"SCARBOROUGH, REBECCA ANNE",ASST PROFESSOR,,,,,,
3.73,LEC - Lecture,3.85,4.15,5200,Introduction to Computational Corpus Linguistics,5XXX,AS,LING,SS,0,3,P  - In Person,Masters,1,1,15,15,15,0,0,0,13,0.8,0.13,0.07,0,0,0,0,1,0,0,0,001,LING,Linguistics,7-9,2.58,20137,2 Other reg,"COHEN, KEVIN BRETONNEL",INSTRUCTOR,,,,,,
3.8,LEC - Lecture,5.29,5.71,5420,Morphology and Syntax,5XXX,AS,LING,SS,0,3,P  - In Person,Masters,1,1,25,25,25,0,0,0,21,0.92,0,0.08,0,0,0,0,1,0,0,0,001,LING,Linguistics,7-9,3.10,20137,1 TTT,"ROOD, DAVID S",PROFESSOR,,,,,,
3.75,LEC - Lecture,4.89,5,5570,Introduction to Diachronic Linguistics,5XXX,AS,LING,SS,0,3,P  - In Person,Masters,1,1,12,12,12,0,0,0,9,0.75,0.25,0,0,0,0,0,1,0,0,0,001,LING,Linguistics,4-6,2.25,20137,1 TTT,"FRAJZYNGIER, ZYGMUNT",PROFESSOR,,,,,,
3.97,LEC - Lecture,5,5.25,6300,Topics in Language Use,6XXX,AS,LING,SS,0,3,P  - In Person,Masters,1,1,13,12,12,0,0,0,12,1,0,0,0,0,0,0,1,0,0.08,0,003,LING,Linguistics,10-12,3.92,20137,3 Supp,"MOSELE, PATRICIA K",LECTURER,,,,,,
3.92,SEM - Seminar,5.54,5.69,6310,Sociolinguistic Analysis,6XXX,AS,LING,SS,0,3,P  - In Person,Masters,1,1,13,13,12,0,0,0,13,0.92,0.08,0,0,0,0,0,0.92,0,0,0,001,LING,Linguistics,10-12,3.77,20137,1 TTT,"HALL, KIRA",ASSOCIATE PROFESSOR,,,,,,
3.75,SEM - Seminar,5.22,5.55,7800,Open Topics in Linguistics,7XXX,AS,LING,SS,0,3,P  - In Person,Doctoral,1,1,12,12,12,0,0,0,9,0.75,0.25,0,0,0,0,0,1,0,0,0,002,LING,Linguistics,7-9,3.11,20137,1 TTT,"NARASIMHAN, BHUVANESWARI",ASSOCIATE PROFESSOR,,,,,,
2.55,LEC - Lecture,,,1005,Introduction to College Mathematics,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,17,17,13,4,0,0,,0.38,0.15,0.31,0.15,0,0.15,0.15,0.76,0.24,0,0,310,MATH,Mathematics,,,20137,2 Other reg,"MAUNG, YI MOON",INSTRUCTOR,,,,,,
2.36,LEC - Lecture,,,1005,Introduction to College Mathematics,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,19,18,13,5,0,0,,0.23,0.23,0.38,0.15,0,0.15,0.15,0.72,0.28,0.05,0,311,MATH,Mathematics,,,20137,2 Other reg,"MAUNG, YI MOON",INSTRUCTOR,,,,,,
2.14,LEC - Lecture,3.59,4.4,1011,Fundamentals and Techniques of College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,92,89,89,0,0,0,40,0.18,0.27,0.24,0.34,0.16,0.31,0.16,1,0,0.03,0,010,MATH,Mathematics,7-9,2.94,20137,3 Supp,"BECKER, S IRA",LECTURER,,,,,,
2.16,LEC - Lecture,4.21,4.92,1011,Fundamentals and Techniques of College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,106,96,96,0,0,0,38,0.09,0.4,0.23,0.31,0.17,0.28,0.11,1,0,0.09,0,020,MATH,Mathematics,7-9,2.58,20137,3 Supp,"HARPER, JACOB TYLER",LECTURER,,,,,,
2.34,LEC - Lecture,4.35,4.9,1011,Fundamentals and Techniques of College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,104,94,94,0,0,0,40,0.19,0.34,0.22,0.26,0.13,0.24,0.12,1,0,0.1,0,030,MATH,Mathematics,7-9,2.51,20137,3 Supp,"HARPER, JACOB TYLER",LECTURER,,,,,,
2.77,LEC - Lecture,,,1011,Fundamentals and Techniques of College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,16,12,12,0,0,0,,0.25,0.33,0.33,0.08,0.08,0.08,0,1,0,0.25,0,310,MATH,Mathematics,,,20137,3 Supp,"MAGGIORE, DIANA L",LECTURER,,,,,,
2,LEC - Lecture,,,1011,Fundamentals and Techniques of College Algebra,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,11,10,10,0,0,0,,0,0.3,0.5,0.3,0.1,0.2,0.1,1,0,0.09,0,312,MATH,Mathematics,,,20137,3 Supp,"FARDI, NICOLE SATI",LECTURER,,,,,,
2.77,LEC - Lecture,5.11,5.83,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,37,36,36,0,0,0,18,0.33,0.36,0.14,0.22,0.08,0.17,0.08,1,0,0.03,0,001,MATH,Mathematics,4-6,2.00,20137,3 Supp,"YACOUB, WAFA",LECTURER,,,,,,
3.36,LEC - Lecture,4.95,5.77,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,36,34,34,0,0,0,22,0.59,0.21,0.18,0.15,0.03,0.03,0,1,0,0.06,0,002,MATH,Mathematics,4-6,1.81,20137,3 Supp,"YACOUB, WAFA",LECTURER,,,,,,
3.37,LEC - Lecture,5.11,5.79,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,36,35,35,0,0,0,28,0.54,0.34,0.09,0.03,0.03,0.03,0,1,0,0.03,0,003,MATH,Mathematics,4-6,1.74,20137,3 Supp,"YACOUB, WAFA",LECTURER,,,,,,
2.12,LEC - Lecture,3.41,4.41,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,36,35,35,0,0,0,17,0.11,0.29,0.37,0.4,0.11,0.23,0.11,1,0,0.03,0,004,MATH,Mathematics,4-6,1.71,20137,3 Supp,"ROY, MICHAEL D",LECTURER,,,,,,
3.12,LEC - Lecture,4.81,5.7,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,35,35,35,0,0,0,28,0.46,0.31,0.17,0.06,0.06,0.06,0,1,0,0,0,005,MATH,Mathematics,4-6,1.69,20137,3 Supp,"YACOUB, WAFA",LECTURER,,,,,,
3.03,LEC - Lecture,4.47,5.37,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,35,33,33,0,0,0,30,0.33,0.39,0.27,0.06,0,0,0,1,0,0.06,0,006,MATH,Mathematics,4-6,2.17,20137,3 Supp,"ROONEY, MARTHA MARIE",LECTURER,,,,,,
3.15,LEC - Lecture,4.69,5.46,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,36,33,33,0,0,0,32,0.39,0.39,0.21,0.03,0,0,0,1,0,0.08,0,007,MATH,Mathematics,4-6,2.38,20137,3 Supp,"ROONEY, MARTHA MARIE",LECTURER,,,,,,
2.32,LEC - Lecture,3.21,3.59,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,46,43,43,0,0,0,39,0.14,0.4,0.21,0.26,0.16,0.26,0.09,1,0,0.07,0,008,MATH,Mathematics,4-6,2.06,20137,3 Supp,"BAOUCHI, ABDEL WAHAB",LECTURER,,,,,,
2.65,LEC - Lecture,4.54,5.33,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,33,31,31,0,0,0,24,0.23,0.39,0.23,0.26,0.13,0.16,0.03,1,0,0.06,0,010,MATH,Mathematics,4-6,2.10,20137,2 Other reg,"NEWBERRY, PATRICK THAXTON",INSTRUCTOR,,,,,,
2.88,LEC - Lecture,4.53,5.19,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,38,35,35,0,0,0,32,0.17,0.6,0.17,0.09,0.03,0.06,0.03,1,0,0.08,0,011,MATH,Mathematics,4-6,2.11,20137,2 Other reg,"NEWBERRY, PATRICK THAXTON",INSTRUCTOR,,,,,,
2.79,LEC - Lecture,2,1.94,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,34,28,28,0,0,0,17,0.21,0.46,0.21,0.11,0.11,0.11,0,1,0,0.18,0,012,MATH,Mathematics,4-6,2.14,20137,3 Supp,"DOUTHITT, CAMERON BENNETT",LECTURER,,,,,,
2.61,LEC - Lecture,3.6,3.87,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,34,33,33,0,0,0,15,0.21,0.3,0.39,0.09,0.06,0.09,0.03,1,0,0.03,0,013,MATH,Mathematics,4-6,2.42,20137,3 Supp,"DOUTHITT, CAMERON BENNETT",LECTURER,,,,,,
2.63,LEC - Lecture,,,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,16,15,15,0,0,0,,0.2,0.4,0.33,0.07,0,0.07,0.07,1,0,0.06,0,272,MATH,Mathematics,,,20137,2 Other reg,"GILLETT, BERNARD",SENIOR INSTRUCTOR,,,,,,
3.29,LEC - Lecture,,,1012,Quantitative Reasoning and Mathematical Skills,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,,12,12,12,0,0,0,,0.5,0.42,0.08,0.08,0,0,0,1,0,0,0,310,MATH,Mathematics,,,20137,4 TA Cred,"VAN WYHE, MATTHEW M",TEACHING ASSISTANT,,,,,,
2.29,LEC - Lecture,4.82,5.06,1021,Numerical and Analytical College Trigonometry,1XXX,AS,MATH,NS,0,2,P  - In Person,Lower,1,1,35,33,33,0,0,0,17,0.21,0.21,0.33,0.42,0.18,0.24,0.06,1,0,0.06,0,001,MATH,Mathematics,7-9,2.53,20137,2 Other reg,"SHAULIS, DELPHY T",SENIOR INSTRUCTOR,,,,,,
2.93,LEC - Lecture,4.55,4.98,1071,Finite Mathematics for Social Science and Business,1XXX,AS,MATH,NS,0,3,P  - In Person,Lower,1,1,120,116,116,0,0,0,51,0.49,0.2,0.17,0.22,0.05,0.14,0.09,1,0,0.03,0,010,MATH,Mathematics,4-6,2.18,20137,3 Supp,"VERNEREY, DIVYA E.",LECTURER,,,,,,
